nome;data_nascimento;area;posicao;formacao;genero;lider;qtd_liderados;custo_mensal
Sra. Catarina Barros;17/07/1980;TI;Assistente;Tecnólogo;Masculino;1;18;17343
Benjamin Moura;11/10/1979;Financeiro;C-level;Fundamental;Masculino;0;0;12433
Dr. Bernardo Freitas;04/03/2004;Produção;Diretor;Tecnólogo;Masculino;0;0;9213
Alana Vieira;20/08/1975;Operações;Gerente;Mestrado;Masculino;0;0;9422
Bianca Aragão;18/04/2001;Financeiro;Analista;Tecnólogo;Masculino;0;0;7378
Luiz Miguel Caldeira;07/12/1978;Vendas;Analista;Fundamental;Masculino;0;0;2464
Dra. Natália da Mota;17/02/1968;Logística;Estagiário;Tecnólogo;Feminino;0;0;17363
Ana Vitória Nogueira;17/05/1967;Jurídico;C-level;Fundamental;Masculino;0;0;11522
Caroline Barbosa;17/06/2005;Operações;Estagiário;Graduação;Masculino;0;0;17391
Davi Alves;28/01/1988;Financeiro;Assistente;Ensino Médio;Feminino;0;0;11362
Laís da Mata;19/09/1966;Jurídico;Estagiário;Graduação;Feminino;0;0;10814
Yago Martins;08/09/1963;Operações;C-level;Graduação;Masculino;0;0;7048
Erick Campos;18/08/1983;Jurídico;C-level;Fundamental;Masculino;0;0;2333
Vicente da Paz;13/11/1994;Financeiro;Estagiário;Ensino Médio;Feminino;1;1;8654
Davi Luiz Ribeiro;15/09/1986;Operações;C-level;Fundamental;Feminino;0;0;10721
Alexia Pinto;20/02/1976;Marketing;Estagiário;Ensino Médio;Feminino;0;0;15084
Maria Fernanda Gonçalves;01/04/1972;Marketing;Assistente;Graduação;Masculino;0;0;7169
Heitor Nogueira;25/11/1961;Jurídico;Diretor;Tecnólogo;Masculino;0;0;18448
Sr. Theo Moura;16/11/2001;Produção;Diretor;Doutorado;Feminino;1;26;14105
Dr. Ian Azevedo;15/06/1997;Marketing;Analista;Doutorado;Masculino;0;0;14358
Olivia Cardoso;06/11/1988;Marketing;Diretor;Mestrado;Masculino;0;0;5191
Ryan Silva;05/07/1981;RH;Gerente;Doutorado;Feminino;0;0;6738
Dr. Caio Correia;22/02/1970;Marketing;Coordenador;Graduação;Feminino;0;0;7529
Renan Campos;15/09/1972;Operações;Analista;Fundamental;Masculino;0;0;16690
Carolina Novaes;11/03/1967;Logística;Analista;Ensino Médio;Feminino;0;0;15124
Dra. Bárbara Porto;02/09/1988;Jurídico;Assistente;Mestrado;Masculino;0;0;10384
Maria Cecília Aragão;06/08/1983;Produção;C-level;Fundamental;Feminino;0;0;8163
Srta. Nicole Rodrigues;20/03/1961;Operações;Diretor;Ensino Médio;Feminino;0;0;12481
Júlia Cardoso;06/08/1985;Financeiro;Coordenador;Doutorado;Masculino;0;0;11084
Bernardo Alves;30/09/1993;RH;Coordenador;Doutorado;Masculino;0;0;5013
Luiza Oliveira;07/03/1980;Produção;Estagiário;Graduação;Masculino;0;0;17409
Cecília Cunha;25/07/1972;TI;Estagiário;Graduação;Masculino;0;0;13968
Mirella Peixoto;25/08/1980;Financeiro;Diretor;Tecnólogo;Masculino;1;21;19590
Ana Julia Novaes;14/10/1962;TI;Diretor;Doutorado;Feminino;0;0;16573
Daniel Duarte;08/08/1992;Jurídico;Gerente;Mestrado;Feminino;1;11;19648
Alexandre da Mata;07/10/1964;Financeiro;Assistente;Graduação;Masculino;0;0;18170
Dr. Samuel Ramos;26/04/1993;Produção;Coordenador;Fundamental;Masculino;0;0;6524
Maria Cecília Cunha;26/05/2004;Operações;Assistente;Graduação;Masculino;0;0;4414
Melissa da Rocha;25/04/1980;Produção;Diretor;Tecnólogo;Feminino;0;0;9778
Maria Julia Oliveira;16/06/1985;Vendas;Analista;Graduação;Masculino;0;0;4896
Sr. Miguel da Mata;05/11/1988;Operações;Gerente;Doutorado;Masculino;1;40;15764
Bianca Ribeiro;28/02/1964;RH;Assistente;Ensino Médio;Feminino;0;0;19096
Cauê Pinto;07/07/1949;Produção;Estagiário;Doutorado;Masculino;0;0;6493
Dr. Benício Martins;20/09/1977;Logística;Gerente;Ensino Médio;Masculino;0;0;10232
Beatriz da Rosa;30/06/1982;Jurídico;Diretor;Ensino Médio;Masculino;0;0;18589
Srta. Olivia Melo;05/08/1949;TI;Estagiário;Ensino Médio;Feminino;0;0;2259
Dr. Leandro Castro;26/05/1987;Operações;Estagiário;Tecnólogo;Feminino;0;0;19474
Bruna Farias;08/10/1978;Logística;Diretor;Mestrado;Masculino;0;0;14118
João Miguel Rezende;09/11/1972;Produção;C-level;Fundamental;Feminino;1;38;8331
Lavínia Duarte;25/05/2002;Marketing;Assistente;Ensino Médio;Masculino;1;46;7654
Gabrielly Azevedo;04/12/2006;Financeiro;Gerente;Tecnólogo;Feminino;0;0;11197
Sr. Ian Cardoso;20/09/2003;Financeiro;Diretor;Mestrado;Masculino;0;0;7393
Heitor Campos;31/10/1990;Logística;Diretor;Fundamental;Masculino;0;0;15151
Larissa Carvalho;01/10/1987;RH;Coordenador;Ensino Médio;Feminino;0;0;14105
Bruno Cunha;05/09/2002;Logística;C-level;Graduação;Masculino;0;0;10318
Alícia Oliveira;01/07/1979;Marketing;Analista;Mestrado;Feminino;1;10;8798
Ana Barbosa;01/11/1967;Operações;Gerente;Fundamental;Masculino;0;0;13350
Sarah Moraes;30/10/1949;Produção;Coordenador;Graduação;Masculino;0;0;16696
Mariane Farias;24/05/1966;Marketing;Coordenador;Tecnólogo;Masculino;0;0;2387
João Nunes;02/07/2001;Logística;Gerente;Doutorado;Feminino;0;0;11944
Heloísa Rodrigues;20/09/1971;RH;Assistente;Tecnólogo;Masculino;0;0;3362
Agatha Silva;24/02/1999;Financeiro;Diretor;Mestrado;Feminino;1;6;10905
Lucca Alves;07/11/1991;Financeiro;C-level;Mestrado;Masculino;0;0;6892
Bruno Duarte;04/01/1989;Operações;C-level;Mestrado;Feminino;0;0;13516
Maria Sophia Moraes;20/08/1970;RH;Diretor;Tecnólogo;Masculino;0;0;2175
Cauã Pinto;07/09/1995;Jurídico;Assistente;Doutorado;Masculino;1;25;8776
Srta. Maria das Neves;06/11/1979;TI;Diretor;Tecnólogo;Feminino;0;0;16395
Emanuella Azevedo;10/05/1974;TI;Diretor;Mestrado;Feminino;0;0;11760
Sr. Francisco Moura;03/02/1998;TI;Assistente;Mestrado;Feminino;0;0;2947
Sophia da Rocha;11/03/1972;Vendas;Diretor;Tecnólogo;Masculino;0;0;9390
Kamilly da Conceição;22/09/2004;Jurídico;Diretor;Doutorado;Masculino;1;21;11457
Sra. Maitê da Paz;05/11/1993;Produção;Assistente;Graduação;Feminino;0;0;7797
Gabriel Moraes;26/03/1982;RH;Estagiário;Fundamental;Feminino;0;0;4749
Fernanda Dias;29/04/1999;Logística;Diretor;Fundamental;Feminino;0;0;18821
Ana Clara Aragão;28/05/1961;Vendas;Coordenador;Fundamental;Masculino;0;0;10169
Dr. João Gonçalves;01/07/1984;Jurídico;Gerente;Ensino Médio;Masculino;0;0;7607
Ana Carolina Jesus;15/01/2002;Logística;Analista;Graduação;Feminino;0;0;6361
Srta. Bruna da Cunha;10/01/1961;Marketing;C-level;Ensino Médio;Feminino;0;0;6925
Vitor Rodrigues;16/12/1997;Financeiro;Estagiário;Tecnólogo;Masculino;0;0;16171
Emilly Melo;24/06/1998;Marketing;Coordenador;Ensino Médio;Feminino;0;0;6110
Pedro Lucas Rodrigues;12/07/2001;Marketing;Gerente;Graduação;Feminino;1;40;9181
Arthur da Cruz;26/08/1991;Marketing;Analista;Doutorado;Feminino;1;20;6660
Erick Moura;26/05/1979;Logística;Assistente;Fundamental;Feminino;0;0;14192
Diogo Monteiro;27/02/1961;Marketing;C-level;Mestrado;Masculino;0;0;18618
Luiz Henrique Duarte;18/08/1961;Marketing;Gerente;Fundamental;Feminino;0;0;10826
Juliana Rodrigues;13/05/1962;Produção;Diretor;Fundamental;Masculino;0;0;12158
Emanuella Gomes;01/03/1992;Logística;Assistente;Mestrado;Masculino;0;0;8054
Samuel Fernandes;26/11/1993;RH;Estagiário;Doutorado;Masculino;0;0;18625
João Gabriel Barbosa;08/11/1969;Produção;Assistente;Graduação;Feminino;1;48;7232
Melissa da Cunha;02/08/1974;Vendas;Gerente;Mestrado;Masculino;0;0;13951
Maria Eduarda da Mota;01/08/1972;Marketing;Estagiário;Graduação;Feminino;0;0;17179
Benício Cunha;01/01/1962;Jurídico;Gerente;Ensino Médio;Feminino;1;34;9940
Paulo Carvalho;31/07/1971;Marketing;Estagiário;Fundamental;Masculino;0;0;6979
Luiz Otávio da Luz;18/11/1976;Marketing;Diretor;Graduação;Feminino;0;0;5800
Giovanna Freitas;30/05/1960;Jurídico;Gerente;Mestrado;Masculino;0;0;4944
Clarice Fogaça;27/06/1970;Marketing;Gerente;Ensino Médio;Masculino;1;5;8562
Dra. Ana Carolina da Paz;16/09/1962;Operações;Assistente;Tecnólogo;Feminino;0;0;5230
Davi Lucca Campos;09/09/1972;TI;Gerente;Fundamental;Feminino;0;0;2297
Ana Clara Fogaça;24/08/1949;Jurídico;C-level;Ensino Médio;Masculino;0;0;3616
Sr. Matheus Pereira;12/10/1981;Marketing;C-level;Graduação;Masculino;0;0;14596
Srta. Mirella Silva;01/03/1969;TI;Estagiário;Doutorado;Masculino;0;0;18857
Sr. Breno Araújo;08/01/1972;Jurídico;Coordenador;Mestrado;Masculino;1;50;4548
Renan Freitas;10/01/1963;Marketing;Diretor;Graduação;Masculino;1;37;8597
Sarah Pires;25/09/1989;Produção;Estagiário;Doutorado;Feminino;0;0;10617
Isis Pinto;13/07/1969;Logística;Assistente;Graduação;Masculino;0;0;15491
Luiz Henrique Sales;03/06/1969;Jurídico;Gerente;Doutorado;Masculino;0;0;10853
Renan Nunes;11/04/1986;Operações;Diretor;Doutorado;Masculino;0;0;17240
Marcelo Carvalho;08/02/1994;RH;Gerente;Fundamental;Masculino;0;0;6238
Pedro Miguel Moraes;30/05/1980;Financeiro;Assistente;Tecnólogo;Masculino;0;0;18386
Dr. Matheus Correia;04/03/1984;Operações;Diretor;Tecnólogo;Masculino;0;0;12939
Maria Rezende;07/07/1994;Produção;Estagiário;Tecnólogo;Feminino;0;0;2941
Enrico Lima;03/10/2004;Vendas;Diretor;Tecnólogo;Masculino;1;11;13711
Dra. Eduarda Peixoto;02/09/1960;Logística;Analista;Fundamental;Feminino;0;0;7828
Pedro Miguel Moura;26/03/1963;Logística;Coordenador;Tecnólogo;Masculino;0;0;15330
Sr. Gustavo Silva;01/10/1987;TI;Estagiário;Fundamental;Feminino;0;0;5284
Enzo Melo;03/09/1974;RH;Coordenador;Tecnólogo;Masculino;0;0;6809
Alice Campos;24/04/1985;Logística;Assistente;Mestrado;Masculino;0;0;13626
Raul Dias;30/06/1999;Financeiro;Coordenador;Mestrado;Feminino;0;0;14241
Dra. Giovanna da Rocha;28/04/1966;Logística;C-level;Graduação;Feminino;0;0;8345
Vitor Gabriel Sales;27/09/1978;RH;C-level;Ensino Médio;Masculino;0;0;19884
Dr. Breno Pinto;09/05/1990;RH;Gerente;Tecnólogo;Feminino;0;0;10129
Giovanna Castro;16/10/1975;Produção;C-level;Tecnólogo;Feminino;1;23;18684
Luana Nascimento;18/02/1983;Financeiro;Gerente;Mestrado;Feminino;0;0;6671
Emanuelly Mendes;22/09/1977;Vendas;Estagiário;Graduação;Masculino;0;0;6308
Igor Freitas;30/12/2006;Operações;C-level;Mestrado;Feminino;0;0;12247
Antônio Lima;25/11/1986;RH;Analista;Graduação;Feminino;0;0;12146
Sophie Alves;26/04/1971;RH;Coordenador;Ensino Médio;Masculino;1;17;12684
Fernando Costa;07/10/1995;Operações;C-level;Mestrado;Masculino;1;10;10037
Benjamin Mendes;10/10/1980;RH;Estagiário;Fundamental;Masculino;1;6;2174
Fernanda da Conceição;29/01/1971;Marketing;Coordenador;Ensino Médio;Feminino;0;0;18290
Fernando Costela;29/10/1994;RH;Assistente;Ensino Médio;Masculino;0;0;8870
Giovanna Azevedo;10/02/1997;Logística;Coordenador;Doutorado;Masculino;0;0;7312
Sr. Ryan Silva;31/05/1976;Logística;C-level;Tecnólogo;Feminino;0;0;9428
Dra. Yasmin Ramos;24/09/1974;Jurídico;Coordenador;Tecnólogo;Masculino;0;0;7124
Henrique Duarte;11/09/1977;Financeiro;Coordenador;Mestrado;Feminino;1;10;9727
Rafaela Azevedo;25/04/1986;Marketing;Analista;Graduação;Feminino;0;0;15100
Pedro Lucas Caldeira;16/02/2005;Logística;Coordenador;Tecnólogo;Feminino;0;0;19053
Letícia Moraes;06/11/1962;Financeiro;C-level;Graduação;Masculino;0;0;18160
Matheus Cardoso;13/03/1985;Marketing;Estagiário;Doutorado;Masculino;0;0;17597
Lívia Ramos;12/03/1992;Vendas;Gerente;Ensino Médio;Feminino;0;0;15827
Danilo Sales;29/10/2004;RH;Assistente;Fundamental;Masculino;0;0;7383
André Moreira;27/02/1994;TI;Estagiário;Doutorado;Feminino;0;0;19226
Ana Moraes;19/04/1972;TI;Estagiário;Tecnólogo;Feminino;0;0;17208
Gustavo Almeida;02/04/1975;Operações;Gerente;Tecnólogo;Masculino;0;0;11968
Gustavo Henrique da Conceição;25/03/1997;TI;Analista;Fundamental;Feminino;0;0;12436
Caio Fernandes;25/09/1966;Jurídico;Analista;Graduação;Masculino;0;0;7814
Eduarda Silva;25/01/1965;Marketing;Estagiário;Mestrado;Masculino;1;50;10904
Dra. Laura Alves;05/04/1988;Vendas;Estagiário;Graduação;Feminino;0;0;13757
Heitor Silva;19/04/1992;Jurídico;Assistente;Fundamental;Masculino;1;4;12824
Benício Viana;07/01/1968;Jurídico;Diretor;Fundamental;Masculino;0;0;9233
Bernardo Almeida;07/07/1995;Financeiro;Analista;Fundamental;Masculino;0;0;8835
Joaquim Pinto;18/01/1973;RH;Gerente;Graduação;Masculino;1;36;11023
Bianca da Luz;01/11/1963;Operações;Estagiário;Fundamental;Masculino;0;0;11645
Lara Correia;22/01/1980;Logística;Diretor;Ensino Médio;Masculino;0;0;2344
Srta. Maria Clara Souza;06/07/2001;Operações;C-level;Ensino Médio;Masculino;0;0;13876
Luiz Fernando Barros;30/07/2000;Operações;Estagiário;Tecnólogo;Masculino;0;0;18888
Dra. Elisa Novaes;04/05/1992;TI;Estagiário;Doutorado;Feminino;0;0;18897
